id,stream_name,analysis_name,display_name,alert_type,timestamp,message,image,video_name,ignored,last_update
12241,CAM18,3,HLS8,逆走,1728425488,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM18_2024-10-09_07:11:28+0900.jpg,CAM18_ReverseRun_2024-10-09_07:11:28+0900.mp4,0,2024-10-09 07:11:33
12242,CAM20,3,HLS10,逆走,1728425491,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM20_2024-10-09_07:11:31+0900.jpg,CAM20_ReverseRun_2024-10-09_07:11:31+0900.mp4,0,2024-10-09 07:11:34
12243,CAM02,3,HLS1,逆走,1728425533,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM02_2024-10-09_07:12:13+0900.jpg,CAM02_ReverseRun_2024-10-09_07:12:13+0900.mp4,0,2024-10-09 07:12:16
12244,CAM19,3,HLS9,逆走,1728425533,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM19_2024-10-09_07:12:13+0900.jpg,CAM19_ReverseRun_2024-10-09_07:12:13+0900.mp4,0,2024-10-09 07:12:17
12245,CAM03,3,RTSP2,逆走,1728425536,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM03_2024-10-09_07:12:16+0900.jpg,CAM03_ReverseRun_2024-10-09_07:12:16+0900.mp4,0,2024-10-09 07:12:21
12246,CAM02,4,HLS1,避走,1728425546,避走#15秒間に5台以上の車線変更を検知しました,/data/tce/alerts/images/CAM02_2024-10-09_07:12:26+0900.jpg,CAM02_FrequentLaneChange_2024-10-09_07:12:26+0900.mp4,0,2024-10-09 07:12:30
12247,CAM06,4,RTSP3,避走,1728425548,避走#15秒間に5台以上の車線変更を検知しました,/data/tce/alerts/images/CAM06_2024-10-09_07:12:28+0900.jpg,CAM06_FrequentLaneChange_2024-10-09_07:12:28+0900.mp4,0,2024-10-09 07:12:31
12248,CAM16,3,HLS6,逆走,1728425549,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM16_2024-10-09_07:12:29+0900.jpg,CAM16_ReverseRun_2024-10-09_07:12:29+0900.mp4,0,2024-10-09 07:12:33
12249,CAM22,3,HLS12,逆走,1728425579,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM22_2024-10-09_07:12:59+0900.jpg,CAM22_ReverseRun_2024-10-09_07:12:59+0900.mp4,0,2024-10-09 07:13:02
12250,CAM07,3,RTSP4,逆走,1728425580,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM07_2024-10-09_07:13:00+0900.jpg,CAM07_ReverseRun_2024-10-09_07:13:00+0900.mp4,0,2024-10-09 07:13:03
12251,CAM08,3,RTSP5,逆走,1728425583,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM08_2024-10-09_07:13:03+0900.jpg,CAM08_ReverseRun_2024-10-09_07:13:03+0900.mp4,0,2024-10-09 07:13:07
12252,CAM06,3,RTSP3,逆走,1728425585,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM06_2024-10-09_07:13:05+0900.jpg,CAM06_ReverseRun_2024-10-09_07:13:05+0900.mp4,0,2024-10-09 07:13:08
12253,CAM23,3,HLS13,逆走,1728425604,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM23_2024-10-09_07:13:24+0900.jpg,CAM23_ReverseRun_2024-10-09_07:13:24+0900.mp4,0,2024-10-09 07:13:27
12254,CAM05,3,HLS3,逆走,1728425605,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM05_2024-10-09_07:13:25+0900.jpg,CAM05_ReverseRun_2024-10-09_07:13:25+0900.mp4,0,2024-10-09 07:13:29
12255,CAM12,3,RTSP9,逆走,1728425605,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM12_2024-10-09_07:13:25+0900.jpg,CAM12_ReverseRun_2024-10-09_07:13:25+0900.mp4,0,2024-10-09 07:13:29
12256,CAM24,3,HLS14,逆走,1728425608,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM24_2024-10-09_07:13:28+0900.jpg,CAM24_ReverseRun_2024-10-09_07:13:28+0900.mp4,0,2024-10-09 07:13:32
12257,CAM18,3,HLS8,逆走,1728425610,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM18_2024-10-09_07:13:30+0900.jpg,CAM18_ReverseRun_2024-10-09_07:13:30+0900.mp4,0,2024-10-09 07:13:33
12258,CAM13,3,RTSP10,逆走,1728425620,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM13_2024-10-09_07:13:40+0900.jpg,CAM13_ReverseRun_2024-10-09_07:13:40+0900.mp4,0,2024-10-09 07:13:43
12259,CAM04,3,HLS2,逆走,1728425687,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM04_2024-10-09_07:14:47+0900.jpg,CAM04_ReverseRun_2024-10-09_07:14:47+0900.mp4,0,2024-10-09 07:14:50
12260,CAM07,4,RTSP4,避走,1728425715,避走#15秒間に5台以上の車線変更を検知しました,/data/tce/alerts/images/CAM07_2024-10-09_07:15:15+0900.jpg,CAM07_FrequentLaneChange_2024-10-09_07:15:15+0900.mp4,0,2024-10-09 07:15:19
12261,CAM02,3,HLS1,逆走,1728425742,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM02_2024-10-09_07:15:42+0900.jpg,CAM02_ReverseRun_2024-10-09_07:15:42+0900.mp4,0,2024-10-09 07:15:45
12262,CAM25,4,HLS15,避走,1728425756,避走#15秒間に5台以上の車線変更を検知しました,/data/tce/alerts/images/CAM25_2024-10-09_07:15:56+0900.jpg,CAM25_FrequentLaneChange_2024-10-09_07:15:56+0900.mp4,0,2024-10-09 07:16:01
12263,CAM20,3,HLS10,逆走,1728425759,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM20_2024-10-09_07:15:59+0900.jpg,CAM20_ReverseRun_2024-10-09_07:15:59+0900.mp4,0,2024-10-09 07:16:03
12264,CAM23,3,HLS13,逆走,1728425765,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM23_2024-10-09_07:16:05+0900.jpg,CAM23_ReverseRun_2024-10-09_07:16:05+0900.mp4,0,2024-10-09 07:16:08
12265,CAM16,4,HLS6,避走,1728425765,避走#15秒間に5台以上の車線変更を検知しました,/data/tce/alerts/images/CAM16_2024-10-09_07:16:05+0900.jpg,CAM16_FrequentLaneChange_2024-10-09_07:16:05+0900.mp4,0,2024-10-09 07:16:08
12266,CAM14,3,HLS4,逆走,1728425768,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM14_2024-10-09_07:16:08+0900.jpg,CAM14_ReverseRun_2024-10-09_07:16:08+0900.mp4,0,2024-10-09 07:16:11
